network_age,Aggregate_Total_Rev,Aggregate_SMS_Rev,Aggregate_Data_Rev,Aggregate_Data_Vol,Aggregate_ONNET_REV,Aggregate_OFFNET_REV,aug_user_type_3G,sep_user_type_3G,aug_fav_a_mobilink,aug_fav_a_ufone,sep_fav_a_mobilink,sep_fav_a_ufone,Class
1915,940.674,0,21.25,248445.0889,19614,12871,0,0,0,0,0,1,Active
2004,1569.7088,73.36,80,2210434.411,0,14707,1,1,0,0,0,1,Active
2157,1579.57,110.14,88.75,11968.4521,16709,79706,1,1,1,0,0,0,Churned
2292,38.972,19.38,2.5,422.5977,0,1171,1,1,1,0,1,0,Churned
2299,1535.12,3.5,8.75,1389757.406,2259,2247,0,1,0,0,0,1,Active
2541,1373.32,44.13,51.25,1696497.013,0,46259,1,0,1,0,0,1,Churned
2653,1742.2884,10.76,340,4675271.904,9298,10669,1,1,0,0,0,1,Churned
3653,953.24,23.9,10,565084.7032,0,38956,1,1,0,0,0,1,Churned
3673,624.352,21.17,3.75,1675076.255,4386,6860,1,1,0,0,0,1,Churned
3819,1205.5304,78.64,78.75,2128472.938,15524,8149,1,1,0,0,0,1,Active
3860,1304.442,93.01,0,1149525.693,1004,18283,1,1,0,1,0,1,Active
3882,1448.37,35.44,76.25,1906632.362,0,358,1,1,1,0,0,1,Active
3962,283.568,0.01,11.25,7992730.518,60,788,0,1,0,1,0,1,Active
4155,1059.454,0.03,1.25,793819.2588,10516,1611,1,1,0,0,0,1,Active
4246,461.03,0,5,1807971.923,0,537,1,1,0,0,0,1,Active
5181,1034.29,1.75,1.25,1354.7891,741,5414,0,0,0,0,0,0,Active
108,467.57,0.01,0,148574.2373,0,1790,1,1,0,1,0,1,Active
284,880.77,0,0,84606.3692,0,537,1,1,0,0,0,1,Active
1902,1049.77,1.5,0,289828.3056,0,9822,1,1,0,0,0,0,Active
4151,1545.0036,6.13,50,266792.7255,1494,50692,1,1,0,0,0,0,Active
4637,1600.4668,7.65,2.5,2426745.935,2044,5642,1,1,1,0,0,1,Active
1856,646.1308,3.5,67.5,95443.8779,13961,1039,0,0,0,1,0,1,Active
3085,884.97,0.01,0,2103930.688,0,358,1,1,0,0,0,1,Active
1779,1219.9,21.98,180,4179691.603,1908,4456,1,1,0,0,0,0,Churned
2774,652.63,4.14,57.5,2166006.274,741,716,1,1,0,0,0,1,Active
2796,1179.39,2.35,72.5,19744956.26,8928,36879,1,1,0,0,0,1,Active
2802,665.318,18.48,2.5,1825127.302,477,6679,1,1,1,0,0,0,Churned
